root,repo,kind,git,exists,files,top_languages,workspace_shape,cold_builds_reported,cold_build_pairs,cold_wall_p50_ms,cold_wall_max_ms,resumes,supersessions,decision_reasons,tier2_snapshot_ms_n_p50_max,tier2_category_reuse,semantic_collect_ms_n_p50_max,semantic_embed_retries,search_build_ms_n_p50_max,slow_calls_p50_p95_by_tool,slow_calls_over_10s_by_tool,limiter_queued,limiter_wait_ms_n_p95_max,tier2_deferred,breaker_or_suspension_hits
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_ad4241362e79364b,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_afc13623,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_b076029d3ee45fe4,prefrontal,worktree,yes,yes,1773,.ts TypeScript=710; .rs Rust=390; .md Markdown=253,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_b621cdd0abdf551b,prefrontal,worktree,yes,yes,1768,.ts TypeScript=710; .rs Rust=388; .md Markdown=252,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_b6616c09,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_ba3a41614246a9c5,prefrontal,worktree,yes,yes,1892,.ts TypeScript=708; .rs Rust=457; .md Markdown=261,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,"bash_drain_completions:n=9,p50=248ms,p95=283ms; bash_wait_detach:n=1,p50=57ms,p95=57ms; edit:n=2,p50=56ms,p95=86ms; outline:n=2,p50=121ms,p95=205ms; read:n=3,p50=687ms,p95=816ms; search:n=11,p50=9422ms,p95=24863ms; write:n=1,p50=67ms,p95=67ms",search=5,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_bdcf6958,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_becd9dda9df4fec5,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_bf595bd4,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_bfbe15df,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_c10f839b5344e6be,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_c4ff2cd551d13f7a,prefrontal,worktree,yes,yes,1778,.ts TypeScript=710; .rs Rust=390; .md Markdown=258,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_c6304c72,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_c88f6932e394e7f6,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_ca4c2898ebe4b827,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_cb905e6b4ba5e799,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_d274585ff3611408,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_d3aeed2f,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_d74f260bc332ea6c,prefrontal,worktree,yes,yes,1768,.ts TypeScript=710; .rs Rust=388; .md Markdown=252,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_d8787393ca51ece3,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_db69339515f0f7b4,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dc1de16a75dfc1a9,prefrontal,worktree,yes,yes,1768,.ts TypeScript=710; .rs Rust=388; .md Markdown=252,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_15b32c4179500403750ce214,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_17a88c59d7b7dcc5d829785a,prefrontal,worktree,yes,yes,1748,.ts TypeScript=711; .rs Rust=381; .md Markdown=250,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_1b6d84f58eccbf509dfd2091,prefrontal,worktree,yes,yes,1778,.ts TypeScript=710; .rs Rust=395; .md Markdown=251,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_38afbe3455ec9d4dca631f1c,prefrontal,worktree,yes,yes,1767,.ts TypeScript=710; .rs Rust=388; .md Markdown=251,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_4761ae2eb81b5ca4bef2f984,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_69bf4be7c135a688d59d2b46,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_6f88032548fa668e7c15ed70,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_8140aaeb6597e51315f5ff59,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_9d322f166e4a168ec1a37bbf,prefrontal,worktree,yes,yes,1744,.ts TypeScript=711; .rs Rust=379; .md Markdown=250,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_9e89ede18989316ad12d1b03,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_a1115c2f3b188bb8925db57b,prefrontal,worktree,yes,yes,1738,.ts TypeScript=710; .rs Rust=376; .md Markdown=250,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_a4f5d14b2fee97fd4573d69c,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_a8007c40cc010a74fe4796d6,prefrontal,worktree,yes,yes,1760,.ts TypeScript=713; .rs Rust=386; .md Markdown=251,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_b72cb0c2a0a444326bc37d71,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_bb77d6155f1f9c508409a9b6,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_be3299b04274d5d8cc196f08,prefrontal,worktree,yes,yes,1771,.ts TypeScript=710; .rs Rust=390; .md Markdown=251,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_c6ee26442d8b3acdc004def6,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_d5c9b7faba8560914f8e2779,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_e4baf9aa6f9c87632c4331d2,prefrontal,worktree,yes,yes,1759,.ts TypeScript=713; .rs Rust=385; .md Markdown=250,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_efe6bf5a5bf1229c5d94437c,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_f62f60470ce044e42a84de16,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_dispatch_fb74c864cd72b3e5d01e6829,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_e09d8a62d788de20,prefrontal,worktree,yes,yes,1891,.ts TypeScript=708; .rs Rust=457; .md Markdown=260,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,"bash_drain_completions:n=4,p50=183ms,p95=220ms; grep:n=2,p50=123ms,p95=519ms; outline:n=1,p50=80ms,p95=80ms; read:n=1,p50=89ms,p95=89ms; search:n=21,p50=11011ms,p95=23678ms; zoom:n=5,p50=181ms,p95=3551ms",search=12,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_e0d64a6979f59e89,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_e469e4310828b233,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_ebec14b8b8a6a879,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_ee68b94c,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_f0ef254107a2be68,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_f1a9773f43458039,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_f1f883ba3c5792e3,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_f45357942fbe3e73,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_f454c975cbc85f4f,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_f5e441f3c52907e9,prefrontal,worktree,yes,yes,1763,.ts TypeScript=710; .rs Rust=387; .md Markdown=251,cargo:8,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_f62fd09e6f23a409,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_f692ed17371a25a3,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/bg_f7924946f59402b9,prefrontal,worktree,yes,no,n/a,n/a,n/a,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-100,prefrontal,worktree,yes,yes,1604,.ts TypeScript=688; .rs Rust=342; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-101,prefrontal,worktree,yes,yes,1606,.ts TypeScript=688; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-102,prefrontal,worktree,yes,yes,1607,.ts TypeScript=689; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-103,prefrontal,worktree,yes,yes,1607,.ts TypeScript=689; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-104,prefrontal,worktree,yes,yes,1608,.ts TypeScript=689; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-105,prefrontal,worktree,yes,yes,1609,.ts TypeScript=689; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-106,prefrontal,worktree,yes,yes,1611,.ts TypeScript=689; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-107,prefrontal,worktree,yes,yes,1611,.ts TypeScript=689; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-108,prefrontal,worktree,yes,yes,1612,.ts TypeScript=689; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-109,prefrontal,worktree,yes,yes,1616,.ts TypeScript=692; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-110,prefrontal,worktree,yes,yes,1614,.ts TypeScript=691; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-111,prefrontal,worktree,yes,yes,1612,.ts TypeScript=689; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-112,prefrontal,worktree,yes,yes,1618,.ts TypeScript=694; .rs Rust=343; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-113,prefrontal,worktree,yes,yes,1621,.ts TypeScript=694; .rs Rust=345; .md Markdown=241,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-30,prefrontal,worktree,yes,yes,1488,.ts TypeScript=665; .rs Rust=311; .md Markdown=238,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-31,prefrontal,worktree,yes,yes,1488,.ts TypeScript=665; .rs Rust=311; .md Markdown=238,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-32,prefrontal,worktree,yes,yes,1488,.ts TypeScript=665; .rs Rust=311; .md Markdown=238,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-33,prefrontal,worktree,yes,yes,1502,.ts TypeScript=665; .rs Rust=311; .md Markdown=238,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-34,prefrontal,worktree,yes,yes,1503,.ts TypeScript=665; .rs Rust=311; .md Markdown=238,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
/Users/ufukaltinok/.local/share/cortexkit/alfonso/worktrees/c0c39eea197fcc68/pool-35,prefrontal,worktree,yes,yes,1510,.ts TypeScript=665; .rs Rust=311; .md Markdown=238,cargo:7,0,0,n/a,n/a,0,0,none,0/n/a/n/a,none,0/n/a/n/a,0,0/n/a/n/a,none,none,0,0/n/a/n/a,0,0
